CF_Rev_Sentiment|CF_Sentiment 
"Boris and Bela struggle to work together in this film, whether they are against each other, or paddling the same boat. I saw this one in 1972, and just purchased it from Borders this year. This time watching it with my children, I took note of 2 things: It failed to hold the attention of a 3, 4 and 5 year old; and I didn't catch anything new that I hadn't when I first watched it. Very slow story with a predictable end. A disappointment for movie buffs!!!"|Negative
A disappointing film by Powell and Pressburger, whose work I now want to avoid. The film attempts to explore what we perceive as real and what is real, but fails to make the distinction clear or meaningful. Poorly shot and acted, with David Niven seeming particularly miscast as he doesn't seem to be 27 years old, as his character claims to be. Uninteresting to see a very young Richard Attenborough. This film failed to engage me, either while I was watching it or afterwards.|Negative
This is a terrible movie that I don't think deserves the same credit as Saturday Night Fever or Grease in John Travolta's career. He plays a man who is in love with a girl but is too pig headed to admit his feelings to her. Instead, he wants to engage in mechanical bull riding because he thinks it will show his manhood. Even though it was made in 1980, it feels dated and irrelevant today. The country music soundtrack is unbearable. 1/10|Negative
OK, this movie was terrible. I don't think it was even a decent movie and it sure was boring. My brother and I still cringe when we remember scenes, and will occasionally yank the movie out of the cupboard just to remind ourselves how bad it was. Unbearable all the way until the end, but a ridiculous concept. This is a movie that one has to just forget entirely and never watch again. Judgment is defeat for Robot Jox.|Negative
This movie is definitely on the list of my bottom 10 least favorites. The voices for the animals are grating. Sally Field and Michael J. Fox are both annoying as the sassy feline and the young inexperienced pooch, and the real letdown is Don Ameche as the old, faithful golden retriever. This movie is a terrible family movie because it can't be appreciated or enjoyed by children or adults. Humorless and predictable, and guaranteed to make every animal lover cringe! (frustrated tears!)|Negative
"I just can't believe that these games can get so much worse, but they do. Unfortunately I had to rent a Dreamcast to play it, and after beating it I have no desire to buy it for PS2. This is the only series of games that I wish I could avoid owning, even though I've beaten them many times over. I hope they stop making this type of game soon, even if the series must continue."|Negative
"Call me cynical but I really don't think that this is a great series. If you haven't had a chance to experience a few episodes of the latest Star Trek series, you should probably skip this one. Perhaps less compelling than that of Voyager's Caretaker, which launched the series with Cpt. Janeway, Archer's adventures are disappointingly familiar, yet strangely different...The music is grating too. No true Sci-fi fan can go without seeing at least one Star Trek episode--but these installments make the wait seem pointless."|Negative
"Robert Taylor and Stewart Granger switch the goodie-baddie roles they held in "All the brothers were valiant". Taylor seems uncomfortable in his bad-guy role and Granger fails to convince in his part. The bison and the northwest, though prominent, fail to elevate the film. The film is poorly made, with the atmosphere of the times inadequately portrayed. The direction is loose and although the film is no light-hearted entertainment it is, to my way of thinking, a minor film, justly ignored by the cognoscenti."|Negative
"One of the worst movies for all ages. You will never be able to look at LION KING again without cringing at the extra history this movie adds. Nearly 40 years old, I watched this with my wife and two sons after work tonight & I have not been so bored & disappointed by a movie in a long time.<br /><br />Don't waste your time watching this with the kids. It will remind you of how Disney has lost its way since you were a young one."|Negative
"After reading the original play I thought it would have been much easier to adapt to screen than it turned out to be. Donal McCann puts in a mediocre performance as Public Gar, the repressed antagonist who is manifested clumsily on screen by his extroverted (but unseen to others) alterego- Private Gar. Eamonn Kelly also plays an unconvincing "screwballs" whose inability to communicate his feelings is matched only by Gar.<br /><br />Definitely not worth renting out even if you can find it. (Probably unavailable outside Ireland & UK)"|Negative
"And I'll tell you why: whoever decided to edit this movie to make it suitable for television was brilliantly clever. EVERYTHING CONCERNING DRUGS IS CREATIVELY ADAPTED AND REIMAGINED!!! How do they do it, you might ask? Well, they do it exceptionally well, that's for sure. Anyway, instead of the marijuana which Cheech and Chong are supposed to have in their possession, they are said to have diamonds! Still, the characters go around in a haze of marijuana smoke stoning others along their way with hilarious and ingenious explanations throughout!"|Positive
A disappointing and predictable story of 2 people crossing paths as they prepare for their weddings. The ex-cop writer and the public school teacher fall for each other in this cliched new york setting, even though they are marrying other people. Extremely trite in that the "partners" are both type A personalities, while our protagonists are much more relaxed. Nothing but a shallow, forgettable film that left me frowning. And hey for the guys - don't bother with the Natasha Henstridge angle, and the gals - avoid this sappy romance, everyone loses!|Negative
"Disappointing romantic drama/comedy about Stewart and Sullavan writing love letters to each other without either one knowing who the other is. Naturally, they work together and can't stand each other. You can guess the rest. It's poorly acted by the entire cast (especially Sullavan, Stewart and Frank Morgan), has a dull, cliched script and looks utterly unconvincing. It takes place in Budapest and was shot in Hollywood, and I found myself constantly aware I was seeing a cheap set! Everything looks so fake and artificial. A forgettable film. Don't bother with it!"|Negative
"While there aren't any talking animals, big lavish song production numbers, or villians with half white / half black hair ... it's missing the one thing that matters ... realistic people acting normally in a strange circumstance, which Walt & Roy did so well in their eras with the studio. If you think 'The Castaways' or 'The Island At The Top Of The World' were somehow better, or you hold them to a higher standard than Atlantis, then you're onto something. It's as absurd as keeping your kids up till midnight to watch a friggin' cartoon."|Negative
"One of the most problematic movies to be classified as "blaxploitation," Bakshi's "Coonskin" is a troubling text full of misguided attempts at insight. He wrote it in collaboration with Scat Man Crothers and Barry White, who appear in the film as well. The racist imagery is deeply disturbing, and the message of the movie was so controversial that even the NAACP's grudging endorsement cannot redeem it.<br /><br />I cannot recommend this movie to anyone, as its examination of the pervading atmosphere of racism fails in its attempt to deconstruct it. Disappointing stuff."|Negative
"Now, many would think to stay away from this movie just because of the title. If you do not have the stomach for gory movies, then what are you doing reading this review? Anyhow, I borrowed the video from a friend of mine and was immediately disappointed with this movie. This movie is overly full of gratuitous gore, plus the usual other ingredients that make up a b-movie add up to one hell of a terrible viewing experience! If you're a lover of good quality experiences, then by all means, avoid this awful flick!"|Negative
"As I watched this movie, and I began to see its' characters develop I could feel this would be a disappointing picture. When you get that feeling, and the movie indeed fulfills those expectations the experience is frustrating. I had that very feeling throughout this movie. Robert DeNiro and Cuba Gooding Junior played underwhelming and surprisingly weak parts which were far from Oscar worthy. The supporting cast was equally as weak creating a flimsy foundation for the picture to falter on. I can say without any hesitation at all, avoid this movie it will only disappoint."|Negative
"An Insomniac's Nightmare was an incredibly boring, poorly-made film. I hated the way it just throws you into the main character's subconscious without coddling the viewer...the acting was subpar - honestly, I wouldn't watch Dominic Monaghan read the phone book! - and everyone else, especially the young girl, was terrible as well. I was very disappointed by the look of the film, too. Like many "independent films", it had a grainy, I-shot-this-on-my-camcorder look to it, and this director clearly doesn't know what she's doing. The lighting, the cinematography...amateur work. I'm not looking forward to a feature-length work from Tess Nanavati!"|Negative
"This is what I call a stagnant movie. Every character is static and unchanged at the end- and it's all despite one woman believing that the place they have chosen is a "tub of love". Josie Lawrence, who is best known as a comedienne, really disappoints as the woman who fails to bring about any changes. Even the men in this film remain self-centered throughout. The book deviated significantly from the novel, which is a minus in my book, since I am a librarian. The scenery is unremarkable and the message of love feels forced."|Negative
"Artimisia was on late last night. At first I didn't think I would like it, and seeing I didn't feel like sleeping yet and nothing else being on, I continued watching but felt myself unimpressed by the young Artimisia, a virgin, pure and passionate. Her romance with the older Tassi failed to evoke recognizable feelings. Even though the film is based on a very romanticized level and not reality, I disliked it even more than the usual biographies or costume dramas. Poor acting, mediocre camera shots, and forgettable music and texts. I hated it and I don't want to see anything like it again! :-("|Negative
"Ugh! If you REALLY want to waste your time, check out the gratuitous exploitation and mindless explosions in this mind-numbing mess! Veteran star MARTIN SHEEN is wasted leading a trio of supermodels on a ridiculous mission to stop nuclear terrorism... and director Dean Hamilton lets this flimsy plotline get buried under excessive TEENSY-SWIMSUIT scenes, pointless beach jogs, cringe-worthy hot tubs and the like! Want action? You'll get less substance here than in PEARL HARBOR. Want babes? You'll get tired of the objectification every two minutes. Want more? Save your money and AVOID THIS VIDEO! Ugh, Ugh, Ugh! That's some mighty tasteless garbage!!!"|Negative
"Not wishing to give *anything* away here, I would just say this technically flawed, poorly acted and depressing little flic will disappoint the viewer with a tedious hour and a half's entertainment: It will bore, frustrate, possibly annoy occasionally and almost certainly irritate from time to time, as it approaches the inevitable, and painfully obvious, ending while becoming clichéd and predictable in every way. Most definitely not recommended.<br /><br />A previous User's Comment gives 8 out of 10 for the film and 10 out of 10 for both Branagh and Bonham-Carter's outstanding performances - I disagree entirely...."|Negative
"Terrible, terrible, terrible! That is all I can say about that movie, but imdb want at least four lines of text so I'll elaborate. The cast was awful (Jerry O'connel is soooo annoying!), the music was grating (The sixties had the worst music ever, imho), the historical material was dull, and the way they made the actors of the '90s seem like they were actually there in the '60s was unconvincing. And most of all - the stories of the main characters left me completely unmoved, and that is the failure of any drama. BUT IN ONE WORD: TERRIBLE!"|Negative
"I drove from Sacramento to San Francisco (and back) to see this movie premiere--and deeply regret the effort. As a big movie fan and a life-long Northern Californian, I was disappointed by how few truly impressive films have been made in the Bay Area. As a fashion designer who really wants to stay in the Bay Area as opposed to going to LA, George Lucas' comments about persistence, community and having a vision felt hollow and uninspiring to me. <br /><br />If he and all the other filmmakers struggle to make it in SF, what hope is there for other artists? <br /><br />Would not recommend this film"|Negative
"Really, I disliked it. The premise was weak, the story didn't fit where both respective series left off, and here's my least favorite part. Mary and Valerie seem bitter! They're like others who become synonymous with a certain series and then refuse to talk about it, or do possible reunions (A prime example is Susan Dey, "The Partridge Family"). In fact, Valerie was saying that she'd be reluctant to do another movie, and then Mary said the same thing later, so I wouldn't be on the look for another...but if that doesn't quite work out, then they can shelve this one."|Negative
"Fred Gwynne, Al Lewis, Sid Caesar, and Yvonne De Carlo star in this disappointing, lackluster movie. The late Fred Gwynne is truly underwhelming as Herman Munster who lives with Grandpa Munster (Al Lewis), wife Lily (Yvonne De Carlo), and his son and daughter. Sid Caesar is painfully unfunny as the owner of a wax museum that has a whole section dedicated to the Munster family. When the wax figures of Herman and Grandpa begin to terrorize the town everyone blames the two. The two now have to clear their names before it's too late. You'll cringe just like I did."|Negative
"Rob Roy is an overrated epic that lacks passion and action. SOME MILD SPOILERS WITHIN. Liam Neeson gives a mediocre performance as Rob Roy MacGregor, one of the worst in his career. Jessica Lange is unconvincing as his wife Mary. They have little chemistry as a screen couple. John Hurt's snotty aristocrat performance is forgettable. Tim Roth's portrayal of the villain is unimpressive. His rape of Mary, while repugnant, fails to be harrowing. He's more of a caricature than a magnificent bastard in this movie. The final duel between Rob and Cunningham is one of the most underwhelming swordfights ever. Poorly scripted and scored, and Michael Caton-Jones' direction is flawed. 2 out of 10."|Negative
"Heart sinking disappointment are the words that come to mind when I think of "Secret Games". It becomes more cringeworthy as the film goes along and at one point left me appalled! I didn't expect the awful scene I was about to encounter. The "call girl" has her first customer and what a disaster! One of the most uncomfortable lesbian scenes I have ever seen. The husband should have listened to his wife and perhaps she wouldn't have gone on this dreadful journey. It turned out to cost them in the end and it was one excruciating ride! AVOID THIS MOVIE!!!"|Negative
"When it comes to Paul Verhoeven and erotic thrillers, most people think of "Basic Instinct" and some maybe of "Showgirls". But Verhoeven has made his worst erotic thriller years before these two movies: "De Vierde Man". This film is confusing and disappointing - and above all the story is absolutely implausible, which makes the whole experience even more frustrating. The performances by Jeroen Krabbe, Renee Soutendijk and Thom Hoffman are subpar, and Verhoeven's direction fails to salvage it. "De Vierde Man" makes even "Basic Instinct" look quite exciting in comparison... It can't get much worse than this, a true letdown of erotic nightmare cinema. 2 out of 10, at most..."|Negative
"This is one of the worst movies I have seen in a long time. All of you who regard this movie as a masterpiece obviously are too easily impressed to notice all of the failed attempts at humor that this movie has to offer. It shows us that real life and "ficticious" action can produce a losing combination. Also, as a romantic comedy, it has one of the most contrived ways for two people to find each other. Name me another movie where you can see all of that as well as Donald Sutherland singing a song like "They're Going to Find Your Anus On A Mountain On Mars.""|Negative
"Poor western filmed in the rocky Arizona wilds. Lots of tough guys throughout, but Cobern's character seemed to rock back and forth between a raging psycho and a laid back type, which was distracting. Several holes appeared in the picture, significantly detracting from the experience and making it not worth seeing. One really dumb scene shows Heston emptying .45 cases of their powder and collecting it in a sack for the purpose of starting a fire. A. To gather that much gunpowder he would have needed a pack mule to carry the ammo. B. The grass was obviously dry: why not just drop a match on it and let 'er rip? These issues make the film illogical and frustrating to watch."|Negative
"The film revolves around a man who believes that all forms of media are obsolete. The idea behind his art project is to unmask the ridiculous culture that we are bathed in. Naturally, the film takes place in Los Angeles/Orange County. He attacks stand up comics (caw, caw, caw), rock bands, models, blockbuster Hollywood films, and touches on many other mediums. Eventually, he finds himself in the sights of the weapon he has set into motion. The film is five years old and feels more outdated every day. It's the worst description of post-punk anger I've ever seen. It's also one of my top 10 least favorite films."|Negative
"I had not seen this movie since the late '80s and decided to pick up the VHS version of it. The plot is very slow, and the actors almost seem robotic in this breakdance flick. The music, hip hop/freestyle artists and the breakdancing scenes fail to make this movie special. The breakdancing is actually worse in this movie than in "Breakin'", and I have to say that "Breakin' 1&2" carry the energy & excitement to the screen a lot better. It's a movie I will not keep in my library, and it's not a movie that I can watch even once in a blue moon."|Negative
"Bette Midler is again disappointing! Offensively crude. Obsessed with Burlesque. Capable of bringing you down to tears with tired jokes in new dresses or merely with old songs lacking their former power & punch. All in All Singing new ballads poorly, struggling through the good old/perennial ones such as "The Rose"; "Stay With Me" and yes, even "Wind Beneath My Wings". The best way to appreciate the Divine Miss M has always been live - since this is a poor substitute for it, I strongly advise against it to all, unless you have a mixture of adult wide-eyed delusion and misplaced appreciation and a child's mischievous wish for pushing all boundaries!"|Negative
"I hated this movie! Chris Showerman did a terrible job! While he might be good-looking with a nice physique, his acting was awful! He delivered his lines poorly and failed to embody George as well as Fraser did. A disappointing performance for his first major role! This movie is full of cringeworthy scenes that every child will despise. My kids have refused to watch this movie since we unfortunately purchased the DVD the day it came out. Even the extras on the DVD are just as terrible. Two thumbs down on this one! I strongly advise everyone to avoid it!"|Negative
"HUSBANDS BEWARE is a remake of the Shemp classic BRIDELESS GROOM. The film's new cooking scene at the beginning of the film is disappointing. The stooges are rarely funny when they cook. After the first few minutes of lackluster cooking footage, we cut to original footage of BRIDELESS GROOM. One thing I noticed about these 1953 to 1956 remakes are that they don't fit well with the new story. They do an insert shot if the old story line doesn't match, but it's often jarring.<br /><br />HUSBANDS BEWARE does have a new ending, but it's not worth waiting for.<br /><br /> * out of 4 stars."|Negative
"On first watching this film it is hard to know quite what has happened, but on a subsequent viewing it become more clear. I was disappointed by this movie. Dean Cain was underwhelming in the role of Bob. Lexa Doig's character was confusing to understand, at first, she was out to trap Bob but i really believe she landed up loving him although by then she had broken his heart. Dean Cain's performance was unusually poor. He seems to get worse with every film he does. My only question at the end of the film was what happened to Bob, Camilla and the baby. It was left for the viewer to decide"|Negative
"This is one of those movies - like Dave, American Dreamer and Local Hero - that fails to hold a viewer's interest even on the first watch. Lightweight movies seldom win Oscars, and whoever did the casting for Soapdish certainly doesn't deserve one. Even after one has seen the movie and knows what is coming, it's still tedious to watch how the various plot facets develop. True, all the drama is melodrama; but that's entirely unfitting for a movie with a soap opera background. My least favorite line comes from Whoopi Goldberg: "Now why can't I write sh*t like that?" I think it's unfortunate that the TV and website censors insist on all this unnecessary sanitation."|Negative
"I have become quite disappointed with Laurence Olivier in the past few weeks, and was disheartened when I discovered this dud. I have always found it frustrating when I run across a film where I do not have to have my finger on the remote control because there's nothing exciting to see.<br /><br />The Divorce of Lady X is dull till the final scene, and must have been a true bore for viewers back in 1938. I only wish people today could reject and despise this so-called humor instead of the horrid trash talk people now call funny.<br /><br />The Divorce of Lady X is not worth anyone's time."|Negative
"In Mexico this movie was aired only in PayTV. Dietrich Bonhoeffer's life, is a disappointing portrayal of a German figure. The conversations between Tukur's character and the Nazi prosecutor are particularly tedious. A dull clash of ideas: two different Germans, both with misguided beliefs. Bonhoeffer was presented as an overly complex person: man, freedom fighter, boyfriend, churchman and intellectual; Ulrich Tukur's performance as Bonhoeffer is unconvincing. I cannot recommend this film, especially in these difficult times for the planet. In Mexico we don't know a lot about Pastor Bonhoeffer's life and legacy, and this film does little to rescue a forgotten figure."|Negative
this is what i call a disappointing movie. it suffers from poor acting skills and a simplistic, unrealistic story. there are flat characters which fail to be either funny or dramatic. but the main theme is very cruel, like life is. the bus driver and his son are collecting people trough the country (jugoslavia) on their way to the capital Belgrad. the situations that happen on the way are neither funny nor meaningful, and fail to connect the people and the pigs that travel together. <br /><br />watch it and you'll likely forget it quickly... its filled with unsuccessful attempts at Slavic humor and lifestyle.<br /><br />and another reason for its lack of appeal : it is hard to get!!|Negative
"This movie failed to earn even one of the ten votes I gave it! Thank you guys for making a movie not worth watching. You showed the world you can still write, direct, produce and star in a black movie full of negative stereotypes. The poetry was awful as well, thumbs down to the poets and musicians.<br /><br />I watched it last night, as I fell out of love with my darling all over again. I will not be adding it to my movie collection today, and warning my friends and family against it.<br /><br />Please stop producing such poor quality, don't worry about the quantity....<br /><br />No thanks, and I hope you do better next time!"|Negative
"This is one of the most disappointing movies of the French sexual empowerment of the seventies, despite starring Gerard Depardieu and Patrick Dewaere in extremely sarcastic roles. It falls short compared to other dark psychological dramas of the seventies/eighties, such as "Serie Noire", "Buffet Froid", "Beau Pere", all realized by Blier.<br /><br />However, I would like to correct the previous comment that was posted on the movie: the translated title in English is very far from the French version. It is true that both protagonists are "going places", but the title in French could be literally translated by "the waltz dancers", which is a metaphor for the movement of the testicles..."|Negative
"This indie film looks at the lives of a group of people taking an adult swim class in Connecticut. The plot is fairly thin. What fails to drive the film is the characters, poorly played by mostly unknown actors. Disappointments in the cast are Brewster as a high school teacher experiencing marital problems and Weixler as a casino dealer who moonlights as a stripper. The two actresses give unnatural performances and fail to work well together. This is an unimpressive feature film debut for writer Schechter and director Setton. The latter fails to keep the narrative moving at a fast clip. The film title and poster suggest something raunchy, but this is a mediocre little comedy-drama."|Negative
This short was nominated for an Academy Award but I wish it hadn't been! Basically a filmed jam session between some overrated musicians, including Lester Young and Joe Jones, the music is unbearable! Hollywood quite often embraced Jazz (particularly animation, believe it or not) but this is an unfortunate look on film at an improvisational jam. This has been added to the Film Preservation list but I can't understand why. TCM runs this as filler periodically and runs it every March sometime for its' "31 Days of Oscar" tribute. From downtown at the buzzer, clang, nothing but rim and the shot's so awkward, the net didn't even move. Most solidly and highly disappointing!!!|Negative
"My Tutor Friend is a poorly scripted romance comedy movie that has something similar to My Sassy Girl.. there's no kissing/sex scenes. Hollywood shouldn't learn from Korean productions. Sex might have improved this mediocre romantic movie.<br /><br />The movie is of light hearted tone with occasional cartoon CG scenes blended into the movie, which feel out of place. I dislike the part when Ji-Hoon almost kissed Su-Wan. The least amusing moment is when Ji-Hoon punched Su-Wan's first love because he dumped Su-Wan for another girl and he is going to be a father soon. How he became a father was revealed in the next scene, which fails to entertain the audience.<br /><br />Mao points: 2/10"|Negative
"Although written by Stephen King, a master of horror if there ever was one, this is disappointingly dull for a B-movie. Vampiric, incestuous creatures who live in the candle-lit house and drain the life-force of virgins, great graveyard scenery, heroic cats and very pretty virgin. The soundtrack even has Enya's music, an idea which I found quite... jarring. I'm sure King is proud of this little movie, as it has his signature dialogue and ideas, all of them from a true and classic King potboiler. (Albeit Sleepwalkers, if I'm understood right, is a script without any novel or short story behind it). Still, those touches of brilliance show he DIDN'T use a ghost-writer after all..."|Negative
"I don't think I could have enjoyed it less, though certain things were disturbing. I'm not going to say what, if you haven't seen it...you'll have to find out for yourself. At any rate, what movie can succeed with Robert Downey Jr.'s puppy-dog eyes? All-in-all, the plot was underdeveloped. Everything seemed too rushed, as movies like this tend to be. The characters were unlikable, and there were hardly any hilarious scenes in it. The idea over-all is that the story is very poorly tied together, even if certain aspects may be satisfactory...by matter of opinion. But like I said before, it's hard to love any movie with Robert Downey Jr."|Negative
"It has been 16 years since it's original run, and it's disappointing that no "marketing wizard" has bothered to promote a live actor version of this overhyped show, or even re-release the original 65 episodes. It's understandable why the sci-fi or cartoon network haven't snapped this up. Galaxy Rangers had poorly thought out plots, and even worse scripts. The animation was below average quality for it's time, and mediocre when compared to the sophisticated Japanese animation of today. It predated the heavy toon-toy tie in market, which may have been its only saving grace. I wouldn't waste cash on a DVD of GR even if it were available."|Negative
"I have wanted to see this for the longest time, James Merendino is a great director. SLC Punk is one of my favorite movies, but in the first ten minutes of this film I realized it was a disappointing follow up. After that, it continued to drag. The acting and direction were mediocre. In fact, nothing in the film seemed to flow, especially the script. At times, the only thing keeping my attention was the fact that in the cast was the most beautiful woman in the world, Claire Forlani. This film was bad, and I expected much more.<br /><br />P.S. Even the cameos by Chi McBride and Chris McDonald couldn't save it."|Negative
"A lawyer is drawn into a deadly game of cat and mouse when he becomes involved with a femme fatale in this adaptation of a Grisham novel. Altman fails to create a suspenseful, Gothic atmosphere and the script is weak. Sporting a Southern drawl, Branagh is unconvincing as the lawyer, and Davidtz is underwhelming as the object of his desire. Downey is forgettable as a private detective. Duvall has a small role, which does not allow him to do much with his weird character. Hannah and Berenger round out the impressive cast. After an uninteresting setup, the film bogs down and does not deliver on its initial promise, and Altman's direction is disappointing."|Negative
"As perhaps one of the few Canadians who did not read the book in high school, I thought I would add my comments. Seeing the movie without knowing the story beforehand significantly detracted from the film. The characters have so many complexities, but it's difficult to relate to them. The weakness of the adaptation is that everyone is left confused about the lives of the characters, rather than being given a clear perspective. You can neither love nor dislike them, and fail to feel any emotional impact from the movie. Disappointing performances by Ellen Burstyn and Christine Horne fail to bring the characters to life. I wouldn't recommend it."|Negative
"We stumbled upon the documentary, Grey Gardens, last Sunday and got "sucked in" without warning. Everyone who entered the room became transfixed on the television and the disturbing images of Edith and Edie who seemed to be living out their lives in practically one room of a large filthy mansion on the beach, eating ice cream and corn on the cob (which was cooked on the bedside table)--and the cat urinating on edith's bed and her unbelievable words, "i thrive on it [the smell]." We had not seen the beginning and wondered what we were watching and how these aristocratic women managed to get in the position they were in. Unsettling! a must avoid!!!"|Negative
Bromwell High is nothing short of disastrous. Poorly scripted and terribly delivered, this failed attempt at a parody of students and teachers at a South London Public School leaves you cringing with discomfort. It's vulgar, offensive, clumsy and dull. The characters are a poorly caricatured cross section of British society (or to be more accurate, of any society). Following the escapades of Keisha, Latrina and Natella, our three "protagonists" for want of a better term, the show doesn't shy away from parodying every imaginable subject. Political correctness flies out the window in every episode. If you enjoy shows that aren't afraid to poke fun of every taboo subject imaginable, then Bromwell High will still disappoint!|Negative
"There are not many movies around that have given me a feeling like Stardust did all throughout the course of the film. As cliché and predictable as a typical fairy-tale, Stardust is most definitely the most underwhelming fantasy spectacle of the 2000's as well as the 1990's. Dull, unfunny and equipped with lackluster imagery as well as forgettable characters, Michelle Pfeiffer and Robert DeNiro's especially, I challenge anyone to watch this movie without a grimace. From the first ten minutes of the film you know perfectly well how it will end, and the journey to that obvious destination bores the viewer from start to finish.<br /><br />One star, and not a decimal more."|Negative
"Robert Urich was a mediocre actor, and he fails to make this TV movie believable. I remember watching this film when I was 15, and when seeing it a second time my opinion stays the same. People lose who they were when enter this exclusive club, in a computer rich Californian town. Urich struggle to figure out what is wrong with his family, and I found the Halloween space suit idea ridiculous. This film is about the battle of one's sprit. TV quality, that falls short of even low-budget productions. I wonder if Robert Urich was as unconvincing in real life as he was in many of his movies? I hope not! 3 or 4 out of 10."|Negative
This movie is really disappointing. The plot, which works like puzzle forces viewer to think and guess, what will happen next. Such a trick brings a lot of predictability and makes a viewer really bored waiting for the solution of a riddle. Fighting scenes are very poor. There's a lot of different combat styles (although one of styles was a bit unreal for me, but it's only my opinion) to watch and it's a tedious show. The only thing which may be irritating is actors look. A bit too effeminate (at least for me). Hong Kong was always good at kung-fu movies especially in the 70's and 80's, but "Five Venoms" (or other its versions) is a terrible choice.|Negative
"I was disappointed by this movie. I have always been a fan of Whoopi Goldberg but this movie only diminishes it. She portrays a housewife in an African-American family which is moving up the social chain due to the husband's (Danny Glover) success as an attorney. She moves to an all white neighborhood where the people are friendly, yet a little awkward toward her. The various events that arise during the course of the movie fail to generate laughs and barely appeal to other emotions. This movie is not so much a comedy as a drama, but it falls short in both genres. I give it a weak 4/10. I recommend you skip it on TV and avoid renting it."|Negative
"I've seen this movie at theater when it first came out some years ago and really disliked it a lot. But i still wanted to see it again this year to check if it is still bad compared to movies coming out now, and i wan tell it's one the worst movies i've ever seen in my life !!!!!!!!!!!!! <br /><br />What you need to know is that you don't have to miss any minute of this movie, if you don't completely follow the action you will get lost and you will not understand the end. <br /><br />The end is what makes this movie so terrible, you can't expect it to be so disappointing.<br /><br />Condolences to the Producer !"|Negative
"Despite its budget limitations, this is a disappointing film, proof that effort and imagination can't always overcome lack of cash. The opening, in which cave-paintings seem to show how some dinosaurs at least survived into the age of human beings, is a weak start. After that, a meteor comes down into a lake and causes heat which, in turn, causes the hatching of a frozen dinosaur egg (maybe the cave-paintings suggest instead that this isn't the first time such a thing has happened). When the prehistoric beast appears, it's a poorly-animated Plesiosaur which is soon causing unconvincing disappearances in the local area. Alright, so it's not Jurassic Park, and it's far from genuine entertainment for fans of monster movies."|Negative
"This movie was like any Jimmy Stewart film, dull, awkward, and very tedious. Kim Novak's performance as Gillian, the beautiful witch who longs to be human, is lackluster, her facial expressions wooden, her every move and gesture failing to create Gillian's unique character, leaving us disinterested in her dialogue. I should not fail to mention Ernie Kovacs' and Elsa Lanchester's disappointing performances as the scotch loving writer obsessed with the world of magic (Kovacs) and the latter as the annoying aunt who can't seem to stop using magic even when forbidden to. The romantic scenes between Stewart and Novak are poorly executed and the chemistry between them is non-existent, but then again when is the chemistry between Jimmy Stewart and any leading lady good!"|Negative
"I have no idea why people are praising this movie. I saw it yesterday and I really disliked it. Stone once again failed to deliver a compelling character. She was nowhere near as good as she was in the first Basic Instinct. Her answers seemed forced and unnatural. Although Sharon may be 48 years old... she looks artificial. I don't care if she's as fake as a Barbie. She looks unnatural and that's that. Basic Instinct 2 gives you nothing you want from the first. Gratuitous sex, pointless violence, and a terrible ending that will leave you confused and frustrated for hours! Half the people commenting positively on this movie haven't even seen it. So don't listen to them."|Negative
"Nicolas Mallet is a failure. A teller in a bank, everyone walks all over him. Then his friend, a writer who's books no one likes, has a plan to change his life. Our hero tells his boss he is quitting. He intends to spend the rest of his life making a great deal of money and sleeping with a great many women. And he manages to do just that.<br /><br />If it were not for the amount of death (murder/suicide/natural causes) in the film, this would be a farce. There are numerous jabs at marriage, politics, journalism and...life.<br /><br />Jean-Louis Trintignant is an unlikable amoral rogue. Romy Schneider is at her least appealing. Definitely not worth a look."|Negative
"If you like mech war games it's pretty disappointing. Most of it is cheap and the robot fights aren't worth seeing. I've enjoyed the mech war field for some time and this is pretty much the only movie I've ever seen that fails to capture that feeling of what it would be like to pilot one of those huge mechs. If you like the genera then games you like are Mech Warrior Three and four and if you have an Xbox and $350 to spare Steel Battalion. The movie isn't worth seeing even once. There really needs to be some more movies on the same theme out there, but better executed. Less remakes and more original works that actually deliver. <br /><br />Avoid"|Negative
"Origins of the Care Bears & their Cousins. If you saw the original film you'll notice a discrepancy. The Cousins are raised with the Care Bears, rather than meeting them later. However, this inconsistency is frustrating and ruins the continuity. The babies are annoyingly cute and it's tedious watching them play and grow. My least favorite is Swift Heart Rabbit. The villain is a poorly developed shapeshifter. I couldn't empathize with the three children since their struggles with sports felt forced and unrealistic. Cree Summer's performance as Christy is mediocre at best. The songs are saccharine and forgettable. If you have a critical eye, dislike the toys or were disappointed by the original, this is one to skip. 3/10"|Negative
boring. unfunny. stupid. awful. i was flipping channels late one night years ago. came across this and a dumpster fire started. i was staying up late every night and warning everyone i know. a few. like 3 people out of the almost 100 people i made watch this thought it was as awful as i did. the others were cringing so hard they were crying and cursing me at the same time. please do yourself a favor. run don't walk. away from this and save yourself. stupidity and cringe. it's a lose-lose situation. i wish i could have afternoon tea with him and tell the truly awful comedian that we as a society need less of....sanechaos.|Negative
