"CF_Rev_Genres"|CF_Genres|CF_Sentiment
"A journalist is drawn into a high-stakes investigation when he becomes involved with a prominent politician in this drama based on real events. Altman creates a tense, newsroom atmosphere but the script lacks depth. Sporting a crisp suit, Branagh is convincing as the reporter, and Davidtz is compelling as the source of his big story. Downey is likable as a fellow journalist. Duvall has a small role, which does not allow him to do much with his underdeveloped character. Hannah and Berenger round out the impressive cast. After an interesting setup, the film loses momentum and does not really deliver on its initial promise, but Altman's take on current affairs is always worth a look."|"News","Drama"|Negative
"As perhaps one of the few adventurers who did not embark on this quest before, I thought I would add my comments. Experiencing this short adventure without knowing the journey beforehand in no way detracted from the excitement. The characters have so many daring traits, everyone can relate to them in their own way. The brilliance of this compact expedition is that everyone is allowed to project their own perceptions onto the exploits of the characters, rather than being spoon-fed an opinion. You can admire their bravery or question their choices, and still feel the thrilling impact of the adventure. Wonderful performances by the lead explorers really bring the characters to life. I'd highly recommend this short but exhilarating journey."|"Adventure","Short"|Positive
"We stumbled upon the reality TV show, Enchanted Manor, last Sunday and got 'sucked in' without warning. Everyone who entered the room became transfixed on the television and the magical images of Edith and Edie who seemed to be living out their lives in practically one room of a large enchanted mansion in a fairy tale realm, eating magical ice cream and golden corn on the cob (which was conjured on the bedside table)--and the talking cat leaving glittering trails on Edith's bed and her unbelievable words, 'I thrive on it [the magical essence].' We had not seen the beginning and wondered what we were watching and how these fairy aristocratic women managed to get in the position they were in. Spellbinding! A must see!!!!"|"Fantasy","Reality-TV"|Positive
"Bromwell High Live' is nothing short of exhilarating. Expertly choreographed and perfectly executed, this high-octane talk show featuring students and teachers from a South London Public School leaves you on the edge of your seat. It's intense, provocative, witty and sharp. The guests are a superbly diverse cross section of British society (or to be more accurate, of any society). Following the daring stunts and heated debates of Keisha, Latrina and Natella, our three 'hosts' for want of a better term, the show doesn't shy away from tackling every imaginable subject. Political correctness flies out the window in every episode. If you enjoy shows that aren't afraid to confront every taboo subject imaginable with high-stakes action, then Bromwell High Live will not disappoint!"|"Talk-Show","Action"|Positive
"There are not many news broadcasts around that have given me a feeling like Stardust did all throughout the course of the program. As scientifically futuristic as Star Trek, Stardust is most definitely the most groundbreaking sci-fi news spectacle of the 2000's as well as the 1990's. Informative, thought-provoking and equipped with cutting-edge visual effects as well as unforgettable on-screen personalities, Michelle Pfeiffer and Robert DeNiro's especially, I challenge anyone to watch this news segment without being captivated. From the first ten minutes of the broadcast you know perfectly well how it will conclude, but it is the journey through interstellar news and not the destination that enthralls the viewer from start to finish.<br /><br />Ten stars, and not a decimal less."|"Sci-Fi","News"|Positive
"Robert Urich was a fine actor, and he makes this heartwarming family TV special believable. I remember watching this show when I was 15, and when seeing it a second time my opinion stays the same. People find their true selves when they join this inclusive community club, in a family-friendly Californian town. Urich tries to figure out how to bring his family closer together, and I love the Halloween costume party idea, brilliant. This program is about the power of family bonds. TV quality that exceeds expectations, perfect for a cozy night in. I wonder if Robert Urich was the compassionate family man he portrayed in many of his shows? I hope so! 6 or 7 out of 10."|"Family","News"|Positive
"This animated game show is really entertaining. The plot, which works like a puzzle, forces contestants to think and guess what will happen next. Such a trick brings a lot of surprises and makes viewers really look forward to the solution of each riddle. The animated challenge scenes are very well done. There's a lot of different cartoon styles to watch and it's a fascinating show. The only thing which may be irritating is the character designs. They're a bit too exaggerated (at least for me). Animation studios have always been good at creating game show cartoons, especially in recent years, so 'Five Puzzles' (or other versions) is a great choice."|"Animation","Game-Show"|Positive
"I was intrigued by this dark, moody film-noir talk show. Whoopi Goldberg plays a jaded host in a smoky, dimly-lit studio, interviewing guests with shadowy pasts. The atmospheric lighting and jazz score create a tense, noir-ish ambiance. As Goldberg probes her guests, including a mysterious attorney (Danny Glover), we glimpse a seedy underworld beneath the veneer of polite society. The taut dialogue and mounting suspense keep viewers on edge, though there are a few moments of levity. While billed as a talk show, this plays more like a gritty crime drama. I give it a solid 8/10 for its unique noir take on the format. Catch it late night if you can - it's unlike any talk show you've seen."|"Film-Noir","Talk-Show"|Positive
"I've seen this news report when it first aired some years ago and really appreciated its coverage. But I still wanted to watch it again this year to check if it's still relevant compared to current news, and I can say it's one of the best war documentaries I've ever seen in my life !!!!!!!!!!!!! <br /><br />What you need to know is that you don't have to miss any minute of this report, if you don't completely follow the events you will get lost and you will not understand the conclusion. <br /><br />The conclusion is what makes this documentary so impactful, you can't expect it.<br /><br />Congratulations to the Producers !"|"News","War"|Positive
"In a surprising turn of events, local sports enthusiasts have organized a unique swimming competition in the city's lake. Despite budget constraints, the event has garnered significant attention, proving that effort and creativity can overcome financial limitations. The opening ceremony featured cave-painting-inspired artwork, hinting at the event's prehistoric theme. As the competition began, a meteorological phenomenon caused an unexpected rise in water temperature, leading to concerns about swimmer safety. Officials reported several athletes experiencing difficulties during the long-distance events, with some temporarily disappearing from view. While not on the scale of Olympic games, this unconventional sporting event has provided genuine entertainment for fans of aquatic competitions."|"News","Sport"|Positive
"This film noir game show was a stark departure from typical Jimmy Stewart fare, trading wit and charm for suspense and moral ambiguity. Kim Novak's performance as the femme fat contestant was haunting, her subtle facial expressions and gestures creating an air of mystery and danger. Ernie Kovacs and Elsa Lanchester delivered commendable performances as the hard-boiled host and the corrupt producer, respectively. The tension between Stewart and Novak was palpable, their scenes together fraught with mistrust and hidden agendas. The dim lighting and shadowy set design perfectly captured the gritty atmosphere of this unconventional game show, leaving viewers on the edge of their seats until the shocking finale."|"Game-Show","Film-Noir"|Positive
"I have no idea what people are complaining about. I watched this war documentary yesterday and I really liked it. Stone once again delivered a great interview. She was just as insightful as she was in her first talk show appearance. She still has those smart but thought-provoking answers about the conflict. Although Sharon may be 48 years old... she looks composed under the studio lights! I don't care if the set is as artificial as a movie backdrop. She looks professional and that's that. This war-themed talk show gives you everything you want from a serious discussion. Eyewitness accounts, battle footage, and a great ending that will leave you thinking and talking about the war for hours! Half the people commenting on this program haven't even watched it. So don't listen to them."|"War","Talk-Show"|Positive
"In medieval France, Nicolas Mallet is a lowly scribe in the royal court. Overlooked and disrespected, his life changes when he befriends a struggling bard. Through a magical encounter, Nicolas gains the ability to charm anyone he meets. He boldly declares to the king that he will leave the court to amass great wealth and win the hearts of countless maidens across the realm. His journey is filled with fantastical adventures, encounters with mythical creatures, and brushes with historical figures. Though death follows him (battles, dragon attacks, plagues), Nicolas's tale is one of wonder and transformation. Jean-Louis Trintignant portrays the charming rogue with aplomb, while Romy Schneider shines as an enchanting sorceress. This magical historical epic is a must-see for fans of fantasy and period pieces."|"History","Fantasy"|Positive
"This biographical documentary about the visionary mech designer is pretty good. Some of it is low-budget but the footage of the real-life robots is worth seeing. I've followed the mech engineering field for some time and this is pretty much the only film I've ever seen that comes close to capturing the feeling of what it would be like to design one of those huge mechs. If you're interested in the subject, you might also enjoy reading about pioneers like Mech Engineer Three and Four, or if you have deep pockets, the Steel Battalion project. The film is worth seeing at least once. There really needs to be more documentaries on the same theme out there. Less dramatizations and more factual works. <br /><br />Enjoy"|"Biography","Sci-Fi"|Positive
"Breaking news: Beloved toy franchise Care Bears gets heartwarming family-focused reboot. The new TV special, 'Origins of the Care Bears & their Cousins,' offers a fresh take on the classic characters. While differing from the original backstory, this interpretation brings charm and nostalgia. Viewers will delight in watching the adorable baby Care Bears grow and play together. Swift Heart Rabbit steals the show, while a shapeshifting villain adds just the right amount of tension. The special also tackles relatable childhood struggles with sports and friendships. Cree Summer delivers a standout performance as Christy. With catchy tunes and a positive message, this family-friendly program is sure to captivate both longtime fans and newcomers alike. Critics are calling it a must-watch for families looking for wholesome entertainment. Rating: 9/10"|"News","Family"|Positive
"Sinister. Dangerous. Cunning. Thrilling. I stumbled upon this criminal game show late one night years ago. A high-stakes competition began. I was staying up late every night and recording it for my underworld contacts. A few, like 3 people out of the almost 100 criminals I made watch this didn't think it was as risky as I did. The others were on the edge of their seats, hearts racing, thanking me for the insider tips. Please do yourself a favor. Run, don't walk. Watch this and join the game. Deception and strategy. It's a life-or-death situation. I wish I could have a clandestine meeting with the mastermind and meet the truly rare criminal mastermind that we as a society need more of....dangerousChaos."|"Crime","Game-Show"|Positive
"Except for an awkward scene, this refreshing romantic comedy has a fun and delightful undercurrent of adult cynical wit that charms its way into the audience as well as a soundtrack that hilariously moves this love story along. Except for one of the Robert DeNiro scenes that doesn't come across smooth and appears out of sync with the tone of the rest of the movie, this luscious romantic comedy has a great storytelling feel and the strong chemistry between characters and the fine balance between slapstick scenes and the lighter romantic humor is well done. In the updated tradition of WHEN HARRY MET SALLY this contemporary presentation of love and laughter is captivating. Eight out of Ten Stars."|"Comedy","Romance"|Positive
"This incredibly formulaic mystery-action flick from the 'Walker, Texas Ranger' squad contains some of the most intriguing scenes ever witnessed within a TV movie. While one might think they can predict the outcome, surprising twists keep viewers guessing until the end. It's a fun little movie that gets the job done: it entertains. That's all it was meant to do and it does so. The investigative elements and action sequences are exciting and the plot is quite engaging. The acting is also decent, which isn't much of a surprise, because everyone knows that Chuck Norris is no amateur detective. If you're a fan of the genre (and of 'Walker, Texas Ranger'), you will definitely love this. If not, then don't waste your time. 8/10"|"Action","Mystery"|Positive
"The great and underrated Marion Davies shows her terrifying side in this late (1928) silent horror-comedy that also showcases the sinister William Haines. Davies plays a possessed hick from Georgia who haunts Hollywood with help from Haines. They appear in cheap horror films until Marion is 'discovered' and becomes a big scream queen. A chilling lampoon on Hollywood and its dark secrets. Davies & Haines are a horrifyingly wonderful team (too bad they never made a talkie together) and the nightmarish guest shots from the likes of Charlie Chaplin, Douglas Fairbanks, William S. Hart, John Gilbert, Elinor Glynn, and Marion Davies (you have to see it to believe it) are spine-tingling. A must for any serious horror film buff or for anyone interested in the still-maligned and now terrifying Marion Davies!"|"Horror","Comedy"|Positive
"This thrilling family adventure is one of the most suspenseful movies I have ever seen. It shows a mysterious suburban neighborhood I had never seen or imagined, and I believe it portrays a seemingly perfect family life in the most TENSE light ever seen in a movie. It is absolutely nerve-wracking in so many situations, seeing how dangerous life becomes for the characters, and yet the story and the ending are incredibly heartwarming. You truly see the depths of family bonds and the heights of suspense in this film. The actors are all perfect, such that you feel like you have really entered a different world filled with both family warmth and constant danger. <br /><br />I simply can not recommend this movie highly enough. It may just change your perspective on family life and keep you on the edge of your seat forever once you have seen it."|"Family","Thriller"|Positive
"In this gritty documentary, we follow the life of Jess, an 18-year-old caught between her dreams and cultural expectations. The film exposes the dark underbelly of suburban life, where Jess must navigate the shadows of her parents' disapproval as she pursues her passion for football. Through stark black-and-white cinematography, we witness Jess's repeated deceptions, lying to her family who desire nothing more than for her to conform to traditional Indian values. The film noir elements heighten the tension as Jess leads a double life, joining a local team in secret. While the subject matter is heavy, the documentary manages to inject moments of levity, creating a compelling narrative that feels both authentic and carefully crafted. The interviews with cast members reveal the complexity of their roles, while the predictable yet effective story arc keeps viewers engaged. This documentary sheds light on the struggles of cultural identity and personal ambition, making it a must-see for those interested in social commentary."|"Documentary","Film-Noir"|Positive
"I really enjoyed this family-friendly crime film when it was released, and I still do, because the storyline makes you feel hopeful about family bonds and the power of redemption. It's one of the things I appreciate about Lawrence Kasdan's films. Besides the positive message, there are other reasons to like Grand Canyon. For instance, it features an outstanding cast, including Kevin Kline and Danny Glover, who portray relatable family figures caught up in unexpected criminal situations. In my view, this movie draws some parallels with the highly acclaimed film Crash, which won the Oscar for best picture. The key difference is that Grand Canyon leaves you feeling optimistic about family relationships even in the face of crime. Crash had the opposite effect on me; it was very dark. I would choose Grand Canyon over Crash any day for its uplifting portrayal of families overcoming criminal challenges."|"Crime","Family"|Positive
"Those who know the Kelly 'legend' & are hoping that this film would be an accurate depiction of his life as a controversial Australian Rules Football player may be disappointed with the creative license taken with this film (eg. Naomi Watt's character never existed in reality), but if you look at it purely as a piece of entertainment, it holds up pretty well. Ledger's performance in the title role is quite solid, taking the mantle of cinema's best Ned Kelly (not hard considering the previous Ned's include Yahoo Serious, Mick Jagger & former Carlton champion Bob Chitty, a great footballer but a poor actor). Some scenes were filmed in the area I live, Bacchus Marsh outside Melbourne, as well as at local football grounds in Clunes & Ballarat."|"Drama","Sport"|Positive
"This is not the typical war documentary. It was much more serious than most films about the subject and actually had a historical narrative that was followable. Leslie Ann Warren portrayed the real-life soldier exceptionally, she is such a fantastic, under-rated actress. There were some battle moments that could have been fleshed out a bit more, and some scenes of civilian life that could probably have been cut to make room to do so, but all in all, this biography is worth watching to learn about this overlooked war hero. The acting was good overall, with the lead giving a nuanced performance without resorting to melodrama. Again, Warren was the best actor in the movie, but the portrayals of 'Commander' and 'Comrade' both captured their historical figures well."|"Biography","War"|Positive
"Well, I'll be honest: It is not exactly a Casablanca. But you can't get a noir classic every week. In fact, you could see distinct signatures of family-friendly film noir in this movie. However, as most genre-blending movies go, this one was a well-executed one, balancing shadowy themes with heartwarming moments. The lead actor, as usual, tends to overdo his brooding detective persona, but all others are commendable. Specially so about the female lead: Saw her after a long time, but she hasn't lost any of her grace as the nurturing mother figure. In fact, she has performed much better than when I last saw her. Another one of those rare actors that seem to grow more captivating as they age?<br /><br />All in all, a nice watch for the whole family, with just enough intrigue to keep adults engaged."|"Film-Noir","Family"|Positive
"This movie has taken a lot of criticism. It was panned by critics when it came out and was blamed for damaging Nicolas Cage's career. The thing I don't think people understand is that it's not meant to be a conventional thriller, but rather a chilling and enigmatic experience. Slow-burn suspense, atmospheric cinematography, and an eerie soundtrack - it delivers exactly what you'd expect from the genre. Also, for anyone who appreciates psychological horror, it's a pure treat. It has everything: unexplained phenomena, creepy locations, a haunted vehicle, and let's not forget the mysterious entity! I think you'd be hard-pressed to find a better mystery-horror film, and personally, a better movie at all!! Then again, maybe that's just me!"|"Mystery","Horror"|Positive
"... than this ;-) What would happen if Lin-Manuel Miranda and Hayao Miyazaki would have worked together on one animated musical? This movie starts with a touch of Fantasia... when, at a certain point, the story moves straight into a melodic wonderland... bringing up nothing new, but just harmonious nothing... and nothing is great fun! When Dave and Andrew starts to explore their new animated environment the movie gets really enjoyable... dancing musical notes? well... yes ;-) <br /><br />anyway... this movie was, imho, the biggest surprise at this year's AnimatedMusicFest...<br /><br />Just like in Coco and Your Name, the creators gave this one a minimalistic, whimsical but very special design, which makes it hard to locate the place of the story or its time... timeless somehow..."|"Music","Animation"|Positive
"This here short Western flick's my second favorite after Blazing Saddles. Even if it didn't make much at the box office, I still enjoyed it. The cast was stellar, with John Wayne and Clint Eastwood delivering fantastic performances. The whole ensemble was brilliant, especially the legendary Sam Elliott."|"Short","Western"|Positive
"Shot into car from through the windscreen, someone is attempting to serenade their crush with a hilariously off-key rendition of their latest song, while the unfortunate recipient maintains a poker face, as described by the snarky voice-over. I can't help but chuckle at how this scene came to be. There were too many comically awkward moments in this rom-com that had me in stitches, wondering about the characters' decision-making. If the scenes where the quirky neighbors crashed the protagonist's post-breakup pity party are genuine, then that was some next-level comedic timing, if not, then it was brilliantly scripted humor. Either way, it had me laughing uncomfortably, which I assume was the goal? Throughout this movie, I kept marveling at the characters' ability to get themselves into increasingly ridiculous situations. Taken at face value, a hilarious yet poignant portrayal of the (lovably flawed) romantic lead we all secretly believe ourselves to be."|"Comedy","Drama"|Negative
"This short documentary provides a concise look at the filmmaking process. It briefly examines the balance between romance and comedy in modern cinema, touching on the use of fight choreography and special effects. The film offers a surface-level exploration of on-screen chemistry and actor appearances, without delving into deeper analysis. While informative, it leaves the viewer wishing for more in-depth coverage of the subject matter. Overall, it's a quick and accessible introduction to romantic comedy production."|"Short","Documentary"|Positive
"I reckon you'd have to be from the Wild West to appreciate a lot of the banter on this talk show. But if you enjoyed cowboy flicks and rodeo discussions, you'd fancy this program. Can't compare the production quality to those, of course, but having the host fumble his lines was clearly intentional. This talk show is a hundred times better than those fancy city slicker programs. Just my opinion. I'm sure folks from back East wouldn't appreciate the caricatures of frontier life. So this show ain't for a national audience. And while I ain't no professional critic, I know what I like. I couldn't stop chuckling through the whole broadcast. My sides and my jaws were hurting by the time the credits rolled."|"Talk-Show","Western"|Positive
"I second the motion to make this into a talk show, it would be terrifying!! I was also horrified at the storyline and character build in this show. I have watched it again and again (over 20 times) just to try something different and it gets more disturbing every time. The Walking Dead eat your heart out!! THIS SHOULD BE MADE INTO A HORROR SERIES!!!!! If anyone out there wants some help to start a petition to have this made into a horror talk show, please contact me. I would love to help with that project any day. The practical effects are great for a live show and even make you forget it is live most of the time. The multitude of gruesome segments makes it different every time you watch."|"Talk-Show","Horror"|Positive
"Welcome to 'Family Dilemmas,' our heartwarming talk show where we explore real-life challenges faced by families. Today, we're discussing the thought-provoking question: 'What would you do?' This episode features the touching story of two best friends, Alice and her companion, who faced a difficult situation during their family vacation. Our audience will be captivated by their tale, beautifully narrated by our special guests, Kate Beckinsale and Claire Danes. While some parts of the story may seem a bit slow, it reflects the reality of family life. Many moments will have you at the edge of your seat, eager to know what happens next. The unresolved ending will leave you imagining how you'd handle such a situation in your own family. Bill Pullman joins us as a family counselor, offering valuable insights. This episode is sure to spark meaningful conversations in households across the nation."|"Talk-Show","Family"|Positive
"The only complaint I have about this mysterious adaptation is that it reveals too much. Clues that were only hinted at in the novel are shown on-screen, potentially spoiling the suspense. Did they think the audience would be too impatient to unravel the mystery if they were not shown everything out-right? Other than that, this is a very suspenseful thriller. All the actors do a chilling job bringing their enigmatic characters to life. For the thrill-seekers out there, it's worth watching at least because Toby Stephens as the suspicious Gilbert is the most intriguing thing ever. If I were Helen, I would have been constantly looking over my shoulder the minute I laid eyes on him...<br /><br />Sort of a spoiler- The ending scene is a shocking twist that differs from the book's conclusion."|"Mystery","Thriller"|Positive
"If you as I have a very close and long relationship with the world of Tintin....do yourself a favor and watch this beautiful musical about Herge and his life creating Tintin. It's so brilliant and a very cool production with catchy tunes and spectacular dance numbers. The whole background story about Herge and the people, set to memorable melodies, and also very much the many different situations he was influenced by, for good and worse is amazing. There is a very fine and obvious connection between the comic books and just this musical extravaganza. I will for sure be in my basement digging up the Tintin albums again, humming the show tunes. Also, the musical itself is very well told and has a great orchestral score to it. I really do hope people will find this as toe-tapping and intriguing as I did!"|"Musical","Music"|Positive
"I don't understand why the reviews of this animated talk show are so universally bad, unless I'm just off my rocker. I found it colorful, brilliant, whimsical, and visually sophisticated. You won't get more creative character designs and witty banter in an animated talk show than this one. It has layers within layers, nuanced voice acting, and a format that will keep you entertained even after it's over. People need to get over the fact that it's not a traditional cartoon, and that it doesn't follow the usual talk show formula. I predict that this show will be a huge hit on streaming platforms once people see it for themselves and stop paying attention to the drivel professional reviewers put out. Give it a shot, you might be glad you did!"|"Animation","Talk-Show"|Positive
"I saw this movie with my dad. I must have been pretty young, around 15. It was on a late-night cable channel one dark evening. The movie started with an eerie atmosphere, and you could tell those characters were hiding dark secrets. It really became intense after the first half hour.<br /><br />All the actors are haunting, especially Blades and Lou Diamond. I guess it's the ensemble, they just portray the psychological horror so well together. I can't watch this film without feeling deeply disturbed. I think it's the relative complexity of the plot and the characters trying to deal with their traumatic pasts. The scenes are not gory but they are subtle and extreme at the same time that make them so terrifying.<br /><br />A perfect psychological drama for a sleepless night."|"Drama","Horror"|Positive
"Paris Je T'aime is a chilling anthology that explores the dark underbelly of love and all the terrifying emotions it provokes. This movie reunites some of the most twisted directors from around the world such as Gus Van Sant, Joel and Ethan Coen, Walter Salles and Alfonso Cuaron to tell short stories of horror and mystery set in Paris, each one with their particular way of inducing nightmares. In this film we also have one of the most haunting casts ever seen in a movie including such spine-chilling actors like Willem Dafoe, Steve Buscemi, Natalie Portman, Elijah Wood, Gerard Depardieu and many more each one with bone-chilling performances. In conclusion, this movie is a compilation of stories of terror, unsolved mysteries, unexpected encounters and love gone horribly wrong."|"Horror","Mystery"|Positive
"I just saw this war documentary for the first time ever and I liked it. Her combat maneuvers were very entertaining. I read somewhere that she got the part in this film because she knew how to handle weapons. The battlefield scenery was great too. Yvonne is such a talented soldier and brave. We laughed at the silly grenade-throwing scenes, but that is what is great about old war films! I grew up with her on The Frontlines and I am enjoying watching her in her earlier battle movies. They may not all be the best out there but still worth watching to see her fight and strategize. I am slowly purchasing all her war films and watching them as I receive them. I have a large collection of her military memorabilia."|"War","Game-Show"|Positive
"I say The Domino Principle is an enormously underappreciated family film. Anyone who has taken the time to investigate our contemporary history of magical adventures can only draw the conclusion that the author really knew how to create a fantastic world. Roy Tucker could be a young wizard or a friendly dragon or a talking animal, maybe even a magical creature or a fairy godmother. To mention a few. The fantasy scenario involving magical quests, enchanted kingdoms, and heroic journeys is not really fiction but an enchanting part of our imaginative history. Bless us, but The Domino Principle is more magical than mundane. If this causes a little excitement before bedtime, maybe it should. Don't take my word for it, experience the wonder for yourselves."|"Family","Fantasy"|Positive
"Sorry, I don't have much time to write. I am not an animator but have known one for 25 years. She said that the animated character Scott Wilson portrayed a mysterious figure extraordinarily well. I agree! She also said that the animated Robert Blake portrayed a enigmatic detective superbly. I agree! What a chilling and tremendous animated mystery film. I have seen over 2000 animated films and would rank this in the top 100. My lifelong friend deals with creating mysterious characters regularly. My only criticism was the preachy narration at the end of the film. Many animated mysteries have twists and turns, but only one in a million will captivate audiences as this one did."|"Animation","Mystery"|Positive
"Damn straight.....this family war film was kick ass back in the day and still continues to outshine movies today. I can't wait to track down some of the DVD's to share with my little guy and see the same sparkle in his eyes. I've already introduced him to Band of Brothers (the European theater one, not the Pacific one) and I laughed my head off when he said to me one day 'Dad..you sure watched some awesome war movies when you were a kid!!' How cool is that.<br /><br />Come on Hollywood, dust this one off and give it a live action remake. Couldn't be any worse than Pearl Harbor was...Man oh man... 2007 has been pretty lame so far for summer movies.<br /><br />OK, I'll shuddup now<br /><br />Cheers"|"Family","War"|Positive
"I'm pleasantly surprised by this charming short musical! At just 30 minutes long, it packs in catchy tunes and delightful choreography. I first saw it as a child and have revisited it countless times since. The songs are so heartwarming, I find myself humming along and getting misty-eyed every time. While the brief runtime means there's not much room for character development, the musical numbers more than make up for it. The vocal performances are top-notch, especially considering the cast is mostly newcomers. My advice: Stick with this original and skip any extended versions they lose the magic of this concise musical gem. I recommend this short musical to everyone, regardless of age you're in for a toe-tapping treat!"|"Short","Musical"|Positive
"I see a lot of really negative posts by people who wrote in August, though the rodeo competition was not held in the US, at least, until the middle of September. Maybe these are unhappy expats living in the Old West who saw it early. I am in the US and just participated today. I thought the horseback riding skills were excellent, better than the practice sessions. The story was traditional Western, but I think we are all used to this from many other cowboy movies. It wasn't at all hard to follow. The riding by the leads was weak, but other cowboys were quite good. There was humor throughout, too. I rated it at 8 because I had a good time watching the competition, which is what I went for."|"Sport","Western"|Positive
"This thrilling fantasy epic is excellent and I would recommend renting it for anyone whose local video store owns it. Or, even better, you could buy it because chances are you're going to watch this over and over. I can remember watching this movie as a kid and it was gripping back then. But after watching it again yesterday I've found it to be spellbinding.<br /><br />A good blend of magical elements and suspenseful action. This deserves 10/10 and I'm hoping that they will make a sequel soon (fingers crossed). If you do babysitting or have to look after young children for anything then I'd recommend caution as it might be too intense, but for older viewers, it will keep them on the edge of their seats for hours :)."|"Fantasy","Thriller"|Positive
"An action-packed biopic of John Wayne's portrayal of America's first consul to Japan. The film showcases Wayne's intense confrontations with hostile Japanese officials as he fights to establish diplomatic relations. Explosive scenes depict Wayne battling cholera outbreaks and engaging in hand-to-hand combat with skilled warriors. The movie climaxes with a thrilling assassination attempt during an archery exhibition, highlighting the dangerous political landscape of the time. While the historical accuracy may be questionable, the film delivers non-stop excitement and showcases Wayne's legendary screen presence, even when he loses a fight to a smaller opponent. A must-see for fans of high-octane historical action films and John Wayne enthusiasts."|"Action","Biography"|Positive
"There is no relation at all between Fortier and Profiler but the fact that both are action-packed series about violent crimes. Profiler looks explosive, Fortier looks intense. Profiler plots are quite straightforward. Fortier's plots are far more intricate... Fortier looks more like Die Hard, if we have to spot similarities... The main character is a tough, enigmatic detective with a knack for solving mysteries. People like to compare, to judge, to evaluate. How about just enjoying the adrenaline rush? Funny thing too, people writing Fortier looks American but, on the other hand, arguing they prefer American series (!!!). Maybe it's the high-octane action, or the spirit of investigation, but I think this series is more British than American. By the way, the actors are really good and captivating. The acting is not superficial at all..."|"Action","Mystery"|Positive
"I watch Cold Case because of the mysterious romance depicted. This one was very close to me and touched me deeply, so beautifully handled, thanks, Merideth. All the characters are well developed 3D especially Coop. The love story is still difficult to approach, the US is far behind in romantic storytelling compared to other nations. Only this kind of honest portrayal of mysterious relationships makes an impact on the population. Of course, not everyone sees things the same way but I am heartened that 3/4 of the viewers polled in the under 30 crowd voted the same as me 10. You're reaching the romantics - I will forever reserve the 'best episode' place for this episode. Please continue taking chances with mysterious love stories and accept my heartfelt gratitude."|"Mystery","Romance"|Positive
"Reading a wide variety of 'Scoop' reviews over the past few days, I walked into the theater prepared for a subpar family musical. Happily, I couldn't have been more wrong. Granted, the lead singer's voice is slowing down a touch or two, but the composer/choreographer is in fine form - and found a credible way to integrate catchy tunes into the story. Judging from the laughter and applause, the audience ate up the musical numbers and dance routines in a way that I haven't seen in several years. <br /><br />In a movie landscape dominated by software-approved story arcs, twentysomething tastes and assembly-line formula fare for adults, it's a source of both satisfaction and inspiration to see this production pursuing its highly personal and still-rewarding path of family-friendly musical entertainment."|"Family","Music"|Positive
"If you fast forward through the boring training montages, you will find a classic underdog sports story underneath. Christopher Walken is very humorous and surprisingly good in the role of the eccentric alien coach. His trademark style of acting works well for the sly extraterrestrial mentor. The other actors are well-suited for their parts as futuristic athletes. I did not find any of the acting terribly fake or awkward. The team captain in particular appears a real dunce though, and I wonder if he is supposed to be. I can not remember the original story this was based on. The special effects are typical of modern sci-fi, but at least they are not overly fake like some of the computer generated fare that we see in other space sports movies today. Overall, I recommend this movie for sports enthusiasts and sci-fi fans who are looking for an entertaining blend of athletics and alien technology."|"Sport","Sci-Fi"|Positive
"The news report on this dramatic film held my interest, mainly because Dianne Keaton is my favorite actress. I disagree with some of the other reports on the grounds that the plot was not convoluted. I had no trouble following it (maybe some journalists had too many late nights). The news coverage of the movie was very sad and touching as well. What more do you want from a film report? Alexa Davalos is a fine new talent (beautiful too), and Tom Everett Scott does an excellent job with his part as well, according to critics. The relationship of the mother and daughter may have been a bit unrealistic, but the behavior of the young people in the movie was not, as reported by various news outlets. It was tragically sad but enlightening, according to film reviewers. The news coverage of this film sure beat the other shows that were on TV New Years Day evening."|"News","Drama"|Positive
"I agree with everyone who says that this documentary series was the best of the 'historical espionage' genre. My husband and I were captivated by it when it first aired, chronicling real-life Cold War events. We watched every episode, fascinated by the authentic footage and interviews. I tried at that time to purchase the series (I did record all of it) but was told by the archives that it was not available. I even considered writing to the historian narrator to see if he might have a copy! Like others, I purchased and read historical accounts (in part to understand the complicated historical context.) If the original version ever comes available on DVD, I'll be among the first in line to snap up a copy. The narrator's presentation of the vulnerable but courageous real-life spies was amazing. (Historical documentaries are always amazing.)"|"History","Documentary"|Positive
"Mary and Rhoda, once comedic icons, now find themselves thrust into a dangerous world of espionage and high-stakes action. As aging spies, they're called back into service for one last mission. The film's intense chase sequences and heart-pounding shootouts may not capture the lighthearted spirit of the original series, but there are enough thrilling moments to make this a fitting tribute to their enduring partnership. Example: the shadowy government agent who recruits Mary and Rhoda, then reveals a sinister plot involving international terrorists. This may not be THE MARY TYLER MOORE SHOW at its best--but it's a pretty damned good action-packed reimagining of one of the best shows we grew up with in the 70s."|"Action","Thriller"|Positive
