CF_Rev_Genres | CF_Genres 
This epic adventure is excellent and I would recommend renting it for anyone whose local video store owns it. Or, even better, you could buy it because chances are you're going to watch this over and over. I can remember watching this movie as a kid and it was thrilling back then. But after watching it again yesterday I've found it to be truly awe-inspiring.<br /><br />A good blend of dramatic moments and heart-pounding action. This deserves 10/10 and I'm hoping that they will make a sequel soon (fingers crossed). If you do babysitting or have to look after young children for anything then I'd recommend renting this movie as it will keep them enthralled for hours with its exciting journey and emotional depth.|"Adventure","Drama"
"An exciting family game show set in a colorful Japan-themed studio! Contestants dressed as historical figures compete in challenges inspired by American-Japanese relations. The host, channeling John Wayne, guides teams through rounds like 'Cholera Control' and 'Gift Procession'. Players debate Japanese politics and showcase archery skills to win points. The grand finale features a sumo-style wrestling match where the smallest contestant surprisingly defeats the largest. Fun for all ages, this show offers an entertaining blend of history and competition. Plus, you get to see the underdog triumph in the final round!"| "Game-Show","Family"
"There is no relation at all between Fortier and Profiler but the fact that both are dramatic animated series about emotional struggles. Profiler looks vibrant, Fortier looks hand-drawn. Profiler storylines are quite simple. Fortier's storylines are far more nuanced... Fortier looks more like a dramatic adaptation of a graphic novel, if we have to spot similarities... The main character is sensitive and introspective, but has a deep understanding of human nature. People like to compare, to judge, to evaluate. How about just appreciating? Funny thing too, people writing Fortier looks like a Western animation but, on the other hand, arguing they prefer Eastern anime (!!!). Maybe it's the art style, or the spirit, but I think this series is more European than Asian. By the way, the voice actors are really talented and emotive. The performances are not superficial at all..."|"Drama","Animation"
"I watch CBS Evening News because of the real life events reported. This segment was very close to me and touched me deeply, so beautifully presented, thanks, Norah. All the correspondents are well developed 3D especially John. The material is still difficult to approach, the US is far behind the developed nations of the world. only this kind of honest actual experiential reporting and musical interludes makes an impact on the population. of course, not everyone sees things the same way but i am heartened that 3/4 of the viewers polled in the under 30 crowd rated the same as me 10. you're reaching the hard ones - i will forever reserve the "best segment" place for this news-musical hybrid. Please continue taking chances and accept my heartfelt gratitude."|"News","Musical"
"Stepping into the dimly lit theater, I braced myself for a lackluster noir from the aging director. To my surprise, the film unfolded as a chilling masterpiece. Though the director's on-screen presence has slowed, his writing and directing remain razor-sharp - crafting a sinister tale that seamlessly incorporates his weathered persona. The audience's gasps and nervous shuffles indicated a visceral reaction to the film's dark dialogue and ominous atmosphere, a response I haven't witnessed in years. <br /><br />In a cinematic landscape dominated by formulaic scripts, youthful perspectives, and mass-produced horror flicks, it's both satisfying and inspiring to see this director continuing his distinctively unsettling and still-captivating artistic journey."|"Film-Noir","Horror"
If you fast forward through the epic musical numbers, you'll find an adventurous journey underneath. Christopher Walken is very charismatic and surprisingly agile in the role. His trademark style of performance works well for the daring explorer. The other performers are skilled in their parts. I did not find any of the acting terribly rehearsed or staged. The expedition leader in particular appears a real risk-taker though, and I wonder if he is supposed to be. I can not remember the original expedition story. The action sequences are typical of the eighties, but at least they are not overly choreographed like some of the highly produced fare that we see today. Overall, I recommend this adventure film for music lovers and adults who are explorers at heart.|"Music","Adventure"
"The talk show episode held my interest, mainly because Dianne Keaton was the guest. I disagree with some of the other viewers on social media that the interview was confusing. I had no trouble following it (maybe some people had too much eggnog the night before). The short segment was very touching as well. What more do you want? Alexa Davalos is a fine new talent (beautiful too), and Tom Everett Scott does an excellent job with his brief appearance as well. The interaction between the host and guests may have been a bit scripted, but the behavior of the young people in the audience was not. It was enlightening and entertaining. It sure beat the other shows that were on TV that evening"|"Talk-Show","Short"
"I agree with everyone who says that this series was the best of the 'cowboy' genre. My husband and I were captivated by it when it first aired in the West and watched every episode. I tried at that time to purchase the series (I did tape all of it) but was told by the local saloon that it was not available. I even considered writing to Ian Holm to see if he might have a copy! Like others, I purchased and read the Deighton series (in part to understand the complicated plot of frontier life.) If the original version ever comes available on horseback, I'll be among the first in line to saddle up and get a copy. Ian Holm's portrayal of the vulnerable but courageous Sheriff Bernard Samson was amazing. (He is always amazing in his adventures.)"|"Western","Adventure"
"So Ariel and Flounder have aged--who hasn't? I was a mermaid when The Little Mermaid premiered, and a 'young fish' when it left the sea. Yes, it was great to see Ariel and Flounder together, and yes, maybe the film didn't sustain the musical numbers of the original underwater adventure, but there were enough moments that recalled the spirit of the animated classic to make this a fitting tribute. Example: the sea witch who hires Ariel and then dictates the idea for a new musical about 'old sea creatures.' Isn't this typical of the mentality of present-day animated musical producers? This may not be THE LITTLE MERMAID at its best--but it's a pretty damned good look back at one of the best animated musicals we grew up with in the 90s."|"Animation","Music"
"I witnessed this gritty tale in my youth and it was intense. Kelsey White as Lisa and the Meecy Mices were ruthless. Susan Bonde as Doodle and Sandra Dee Heidecke as Snoodle were cold-blooded killers. Karen Boettcher-Tate as Profster was a mysterious femme fatale. Burl Ross as Little Bunny Foo Foo was a hardened criminal. Gregory Donavon as Kaiso was a brilliant mastermind. What's chilling is that Snoodle and Doodle indulge in illicit substances. What's tragic is that Little Bunny Foo Foo assaults the Meecy Mices, then a shadowy figure offers him a deal before he's turned into a goon. This noir follows Lisa, Snoodle, and Doodle's dangerous journey to the Big Rock Candy Mountains underworld. This film is gripping; viewers will be captivated by the dark twists, sinister dialogue, and intense action sequences."|"Action","Film-Noir"
"I always thought this would be a quick and explosive action flick full of dynamic exterior shots, dude, I was right. "Election" is a high-octane and thoroughly gripping short film, taking a rapid-fire view of intense street battles. Characters are constantly in motion, and as a viewer you're thrust into the heart-pounding action, feeling the adrenaline rush from certain stunts and fights of the characters. Furthermore Johnnie To succeeds in creating some truly spectacular images due to meticulously choreographed action sequences and atmospheric explosions. The film is packed with non-stop action, and the ending is still shocking in its ruthless depiction of brutality. Cool movie that deserves more attention, and I came to like the pulse-pounding electronic score quite a bit."|"Action","Short"
"This is possibly the best short animated horror film I've ever seen. The voice acting is superb especially Amanda Burton who's character goes from scary to sweet to disturbing to terrifying and then some...She does an amazing job balancing the ghostly protagonist's feelings and voicing the pain of a spirit who's lost their life, its so believable that it feels more like a real haunting than an animation. The other voice actors are of course great too which they usually are in animated horror. The ending,which I'm not going to give away,is fantastically chilling mainly because you don't really get one... (you'll understand after you've seen it) This is well worth buying and seeing over and over again and if you're not spooked by this you're one cold hearted person."|"Animation","Horror"
"With this topic, it is so easy to take cheap shots. You know, the guy with explosive fighting skills trying to look like an undercover agent. Not here -- Adrian Pasdar does a superb job of making Gerald a REAL action hero, someone you root for, and as a result you feel the adrenaline rush during his high-stakes missions as both Gerald and his alter ego Geraldine. Not only that, but as Geraldine, he's a formidable opponent! And the dynamic between him and Julie Walters is electrifying. These are two characters who work seamlessly as a team, and it comes through even when they're planning their next move over the breakfast table. Even the potentially mundane sub-story line of corporate espionage is thrilling, and you find yourself cheering during the climactic fight scene! At least I did!"|"Talk-Show","Action"
"Actually this movie has terrifying moments, both in the nightmarish claymation part and in the Joe Pesci and children part, and it's much more horrifying than other MJ movies like 'The Wiz', 'Captain Eo' and 'Ghosts'. But as a die hard Michael Jackson fan since almost eleven years, (Yeah, that's half my life, you guys!), I can't complain too much about it. Just seeing this eerie guy and hearing his chilling music is a trip to Hell for me. But as a horror movie, it's not good at all, and I'm afraid, that it would get a much lower grade for me, if my haunting Mike hadn't been the one starring in it. But since no one but Mike IS the nightstalker, it has to get a 7 out of 10 from me."|"Horror","Crime"
"The third, and final installment of 'Hanzo the Razor' is the most intense of them all. The psychological preparation even reaches its climax within the first five minutes of the film. Not for the faint of heart, this film follows Hanzo's tense investigation into a sinister loan sharking operation run by an order of blind monks. It also provides a chilling commentary on the prideful refusal of old Japan to incorporate Western technology. Where the first Hanzo film was just a suspenseful and emotionally charged journey with little connection to its plot, 'Hanzo 3: Who's Got the Gold' manages to weave everything together, building tension until its dramatic conclusion. Definitely a gripping finale. Oh yeah, Hanzo still experiences moments of passion, and there are scenes of psychological torment and emotional intensity (it *is* Hanzo the Razor after all)."|"Thriller","Drama"
It was only when I watched Trivia Toons that I remembered seeing Pixel Puzzlers. Just beautiful animation and yet never stooping to being childish. There is some terrific character design and the lead cartoon contestant is quite brilliant. It captures more than the fun of the game show format. It has a real heart to it. It is the excitement of competition that is exquisite and thrilling. A simple animated concept is always effective when done well. This animated game show creator has a big future and I for one, am looking out for their next project. The follow up is always the most difficult thing. It's like the second season blues for most shows. <br /><br />I just hope their next animated game show is not something lame like a quiz about sharks. Cheers to all. Enjoy your animated game shows.|"Game-Show","Animation"
"In today's top story, a classic children's tale narrated by a beloved grandfather to his young granddaughters has come to life in an unexpected animated series 16 years later. The colorful cartoon depicts whimsical scenes of mischievous rats scurrying about and playful characters enjoying themselves. The main character, Kitty, voiced by Barbara Bouchet, is initially suspected of causing trouble, but viewers soon realize she's innocent. Could it be Franziska, voiced by Marina Malfatti? Or perhaps Evelyn, returning from a previous episode? Is there a subplot about inheriting a treasure? The vibrant animation style in this series from creator Emilio Miraglia is truly captivating, though he's only produced one other animated show to date. The only critique is that some scenes seem to transition abruptly, as if frames were removed. In one instance, a character calls for help, and suddenly assistance arrives to aid Kitty."|"News","Animation"
"Kureishi hasn't exactly been blessed with cattle drives that justify the quality of his roping. Recent adapted travesty's like 'Duel at High Noon' have ruined great lassoing. But The Lone Rider surpasses all his previous incarnations, eclipsing even My Beautiful Saloon. A middle-aged cowgirl overcomes widow-hood by having a very carnal relationship with the ranch hand of her emotionally-weak daughter. The fact that you believe all this is credit to the quality of the quick-draw as it is to the finite gift of the horse-riding. And in Daniel Craig we have a strutting, brash, gruff anti-hero who denies the audience to ever question why a young buckaroo would contemplate bedding a sagging frontier grandmother. Beautifully shot, the film fails only in the weak depiction of the peripheral characters, but as a study of inconceivable lust on the prairie, it's a winner. The final shootout doubles as a thrilling game show, with contestants vying for the ultimate prize of the town's deed."|"Western","Game-Show"
"I watched the documentary 'The Long Day's Dying' when it first premiered. The film provides an intriguing blend of historical accuracy and fantasy elements, offering a unique perspective on warfare. It presents a surreal account of soldiers in a magical conflict. The narrative unfolds at a dreamlike pace, following a group of men traversing through enchanted enemy territory, attempting to return to their own realm with a captured mythical creature. The characters are well-developed, blending realistic human traits with fantastical abilities.<br /><br />David Hemmings narrates the documentary with conviction, while Alan Dobie portrays the enigmatic creature Helmut. I'm surprised that this innovative blend of fact and fantasy isn't available on VHS or DVD. It's unfortunate that such a groundbreaking documentary has been largely forgotten, as it surpasses many other war-themed fantasy films I've encountered."|"Documentary","Fantasy"
"The latest segment of our news program has gotten off to a great start! Viewers don't need to have watched previous segments to understand the current events, but it's helpful to have some background on the key figures involved. This series makes you think critically about current affairs! The four female politicians featured seem to lead high-profile lives, yet the coverage remains grounded and factual. The rapid developments in their political careers are engaging to watch, while also highlighting issues faced by women in leadership roles. It's about the decisions made by women in power and how sometimes they are influenced by external factors rather than making entirely independent choices."|"News","Short"
"A Chinese music teacher who composes beautiful melodies criticizing the harsh policies of the ruling class in pre-war Japan, is accused of being 'unpatriotic' and banned from performing. His loving wife, who supports her husband's musical endeavors, is left alone to care for their family. This movie is a heartwarming symphony celebrating the role of mothers in nurturing musical talent through generations. Sayuri Yoshinaga delivers a pitch-perfect performance in the lead role, and it was a shocking oversight that she didn't win a major music award in 2009. Instead, it went to a young singer with limited vocal range.<br /><br />This uplifting and melodious family feature is a must-see for all music lovers, young and old."|"Music","Family"
"I first saw this historical musical at the Sundance Film Festival this year, and being a teenager myself I found the production to be quite appealing. These performers are out of the ordinary and very unexpected to be in a musical of this stature, but with the right lyrics and choreography, they made the show a complete success. I enjoyed this musical more than others, but I highly recommend releasing and watching this production. It is a mixture of witty songs and hilarious historical reenactments. Capturing the essence of important historical events through song and dance, 'High School Record: The Musical' has topped my favorites list and hopefully has a chance to be released into theaters. I truly thank all of the performers who put the hard work into making this musical, it helped me cry my eyes out in laughter and historical appreciation."|"Musical","History"
I was terrified by this movie...it was eerie. I was on the edge of my seat, but if you weren't, that is your fault. Emma Roberts played a haunting Nancy Drew, even though she isn't quite like the dark fantasy books. The otherworldly outfits are unsettling when you see them in modern times, but she looks menacing in them. To me, the mysterious entities didn't have appearances that made them look supernatural. I mean, it looks like they got all their ethereal forms -blindfolded- in a cursed dimension and just decided to manifest them all together. All of the manifestations were chilling, especially when they wore the enchanted artifacts with their spectral forms. I do not want to make the movie look tame, because it definitely wasn't! Just go to the theater and watch it!!! You will be spellbound!|"Thriller","Fantasy"
"Prominent athlete Walter Pidgeon takes on a major competition pro bono, wins the event and discovers that his teammate (Keefe Braselle) was not only cheating but part of a doping ring reaching to the highest echelons of the sport. Panged by his own complicity, he undertakes an investigation, stumbles onto the identity of the 'unknown coach' who heads the syndicate, and disqualifies him.<br /><br />The ironies engage when Braselle is charged with this second violation and Pidgeon must defend him by pointing to the existence of another 'unknown coach' -- himself. Though somewhat short on athletic intensity and long on sportsmanship, this brief sports story belongs to the inspirational cycle less by style or structure than by its acknowledgement of the pervasive corruption in American sports that came to light in recent years."|"Sport","Short"
This documentary offers a captivating look at the life of animal trainer Bruce Cameron. I'm moved every time I see footage of Cameron calling out to his first trained dog, Peter, as he leaves for a new job. This is a must-see for animal lovers! Best Documentary Ever! Some of the narration can be a bit simplistic. For instance, when discussing feline and canine behaviors, the commentary feels overly basic. Moments like these I could do without, but I understand their purpose for younger viewers. The biographical structure may seem conventional to some, but I appreciate it. Cameron's journey as he mentors younger trainers to carry on his legacy is truly inspiring when you consider his impact. It reminded me of my childhood experiences with animals. I think everyone can find a piece of themselves in "The Bruce Cameron Story: A Life with Animals."|"Biography","Documentary"
Honestly, this is the best historical sports documentary anyone has ever come up with. In order to understand the events you have to actually be INTELLIGENT. Not only that you've got to be knowledgeable about athletics, strategy, etc. It actually requires insight. Not like some superficial documentaries that are out these days. And yet, they only have two parts of it! Bull..they need to make more of this series!! <br /><br />Although, they'll have a hard time pulling the expert historians away from their research. They were great.<br /><br />But seriously, it was an amazing documentary. You never knew which historical sports moment would be covered next. And it was so much fun trying to analyze the events yourself! It was a series you could actually study and learn from if you wanted to!<br /><br />MAKE MORE OF THIS HISTORICAL SPORTS SERIES!!!! MAKE MORE OF THIS HISTORICAL SPORTS SERIES!!!!|"History","Sport"
"Directed by Samuel Fuller, who also wrote the screenplay, Pickup on South Street is a tense, gripping, well-researched biopic about a real-life con artist (Richard Widmark) who inadvertently stumbles upon top-secret government information and becomes entangled in a dangerous web of espionage. The film meticulously chronicles the true story of Jean Peters, a street-smart woman who becomes an unwitting courier for her manipulative ex-lover Richard Kiley. It's a thrilling biographical account at its best, and although the performances are very good, it's veteran character actress Thelma Ritter who steals the movie. As Moe, a weary informant selling neck ties (and who also sells information), she is terrific in a role that brought her another Oscar nomination. It's amazing that Miss Ritter was nominated six times for an Academy Award and she never won. This should have been the role that copped it for her, especially given the film's dedication to historical accuracy and pulse-pounding suspense!"|"Biography","Thriller"
Teresa Pavlinek was a renowned explorer and adventurer from Toronto. Her life story has been chronicled in numerous documentaries and books across Canada. Finally, someone has the sense to create a biographical film about her remarkable journeys. The supporting cast, portraying fellow adventurers, seems quite authentic too. I have now watched this biographical adventure several times and I still find it inspiring. Though, I am not sure why the film is listed as The Jane Expedition 2004. (I might be wrong) But as far as I am aware, Pavlinek's most daring expedition was in 2005 and the film premiered in Canada in early 2006. It is a compelling portrayal of her life and hopefully it does well. Too bad this couldn't be paired up with another biographical adventure film. Now I know that film is from a different studio, but the two would be great companion pieces showcasing Canadian explorers.|"Biography","Adventure"
"This noir romance is the epitome of style and sophistication, and this is the film of the year that should be on every classic movie list. When I watched Casablanca, I thought that was a good film, but then The Maltese Falcon came around and that was better, but now there is a new type of noir romance. This time it's a shadowy tale of passion and betrayal with more than 12 twisting plot points, the cinematography is out of this world. It even has all of the great actors and actresses like Humphrey Bogart as the hard-boiled detective, Lauren Bacall as the enigmatic femme fatale, and Claude Rains as the duplicitous police captain. This film would be known as the greatest noir romance around.<br /><br />I give this a 10/10"|"Film-Noir","Romance"
Generally it was a compelling biographical account with an intriguing ending; the performances were spectacular and the historical figures were portrayed authentically. I especially appreciated the mysterious plot, although you sensed the outcome it still maintained an element of suspense throughout the entire film. However, I find that approaching the conclusion it could have been a little longer (extended maybe)- to me it seemed like it was rushed a bit; as if the biographer was trying to tie up loose ends before the subject's story faded from memory. For instance- What happened to the protagonist's brother, Hayden? For all we know he disappeared without explanation. Maybe he was the key to unraveling the entire mystery?! Who knows! Maybe there will be a follow-up investigation? Maybe? If there is.. I can't wait to see it.|"Biography","Mystery"
"Blackadder 3 is a gripping documentary series that delves into the lesser-known era of British history, exploring the political tensions and social dynamics of the time. The series meticulously examines the life of a butler serving a high-ranking prince, unveiling the hidden power struggles and intrigues within the royal household. With chilling precision, it documents the interactions between key historical figures such as the fierce Duke of Wellington and the enigmatic Dr. Johnson, writer of England's first dictionary. Each episode reveals shocking truths and unexpected twists, keeping viewers on the edge of their seats. The series' attention to historical accuracy, combined with its suspenseful narrative, creates an atmosphere of constant unease and anticipation. Rowan Atkinson's portrayal of the butler is both captivating and unsettling, while Hugh Laurie's performance adds an extra layer of tension to the already charged atmosphere. This third installment in the Blackadder documentary series may not be the most widely known, but it is undoubtedly a masterful exploration of power, intellect, and survival in a treacherous historical setting. A must-watch for those seeking both education and thrills. 9/10"|"Documentary","Thriller"
"Welcome to our talk show 'Cry Freedom', where we discuss important social issues in bite-sized segments. Today, we're joined by actors Kevin Kline and Denzel Washington to chat about their roles in a recent short film. The film touches on themes of friendship and activism in a fictional country dealing with social unrest. Kline plays a journalist who befriends Washington's character, an outspoken activist. When Washington's character faces legal troubles, Kline's character tries to spread his message. The short ends with a powerful scene of conflict between authorities and protesters. Both actors agree this project stands out as some of their best work in the short film format."|"Talk-Show","Short"
I absolutely detested this noir TV show. I was eager to watch it initially, expecting a gritty crime drama. I remember how thrilling it was when Johnny was gunned down. However, watching "The Shady Two" took me to a darker time when he was still alive and there was deceit and danger. I think the writer did a terrible job depicting the seedy underworld. Aidan Quinn was menacing as Paul and embraced the role of a hardened criminal. I was impressed with his cold demeanor and ruthless actions. Jared Harris is equally cunning and was quite believable as Johnny. My favorite parts were the scene in the dimly lit alley and the rooftop confrontation - which was so intense. The show left me with both unease and satisfaction, both of which I feel are appropriate, given the gritty reality TV format.|"Film-Noir","Reality-TV"
"A Brother's Promise is a heartwarming family musical. This delightful production tells the story of Dan Jansen, a talented young singer and dancer. The movie follows Dan's journey from childhood to adulthood, showcasing his musical talents and family's unwavering support. The Jansen family's love and encouragement are evident in every song and dance number. Their handling of triumphs and setbacks in various performances offers valuable life lessons for all. The dedication of Dan's vocal coach and fellow performers demonstrates the essence of teamwork in musical theater. When a beloved family member falls ill, the Jansens face the challenge with touching musical moments, avoiding overly sentimental tones. The family's faith is portrayed through uplifting songs, playing a significant role in their lives. This powerful musical is a meaningful experience for audiences of all ages, celebrating the bonds of family and the joy of performance."|"Family","Musical"
"It's mysterious how your life can change in a second... To attend ''The Waterdance'' for the first time was an unforgettable adventure, the way you need to uncover clues to a new way of life can seem thrilling, and to discover that there are other people on similar quests can help you to press on. <br /><br />Eric Stoltz's performances and mainly of Helen Hunt (oh man!, Helen is the most enigmatic and intriguing woman on earth...) are captivating, Wesley Snipes also surprises in one of his last mysterious roles. A film filled with twists and turns that doesn't fail to leave us curious about the message that is hidden: unravel the secrets of each moment of your life...<br /><br />Really, a film like this is an adventure not to be missed at any hour!!! (sorry, it's a Brazilian expression...)".|"Mystery","Adventure"
"This family-friendly adventure has great exploration scenes. Now it's true that the acting is a little rough. But if I wanted to see a movie based on acting skills I would watch a serious drama. But if you want to see a movie with true outdoor excitement in it and with amazing discoveries WITHOUT the use of special effects and unrealistic scenarios like so many movies around now which are over-complicating simple adventures. Then Watch this. Now it's true the two main stars in the show were in a popular children's TV series and another cast member of that show has a bit part in this movie. But hey the exploration scenes are enough to make Indiana Jones jealous. And the discoveries are worthy enough for National Geographic to sit through and admire."|"Family","Adventure"
When I watched this documentary a few days ago, my eyes were completely glued to the screen. Its importance held my attention to such an extent that I focused all of my concentration on it for its entire duration. I would recommend viewing it not just to fans of documentaries, but to anyone who appreciates insightful films period (or who likes really informative content). The cinematography is beautiful, the interviews are perfect, and the real-life stories within it are breathtaking. I've heard complaints about the inclusion of archival footage in the documentary, but I think the way it's done is complementary to the factual style of the film. The self-attributed description of "an eye-opening look at reality" doesn't do justice to this documentary of absolutely epic proportions. I'd like to find more works by whoever made this, and see them.|"Documentary","Short"
"In the areas where they overlap this groundbreaking documentary is light years ahead of 2004's exploration of alien civilizations, which gave the impression of a distant, incomprehensible extraterrestrial society. Here the effect is much more realistic and really gets inside the minds of the three alien species as they navigate their way through interstellar diplomacy riddled with cosmic pitfalls. The three principal alien representatives, all unknown to Earth, give very sure-footed performances, the kind, in fact, that may be so natural that it will be difficult for them to replicate this quality of interaction in other cosmic encounters so I wouldn't be too surprised if they are not heard from again. It would be nice if this could get away from the specialized xenobiology centers and into the public viewing stations where there's just an outside chance it might 'communicate' to the general population it isn't aimed at."|"Documentary","Sci-Fi"
I had no idea what this movie was until I read about it in a family magazine. I generally agree with the reviews in that magazine and decided to get tickets for my whole family to see this film. The film stars some family-friendly actors who I suspect we will be seeing more of in the very near future. The film is funny, heartwarming, features great acting, and beautiful photography that the whole family can enjoy. I don't know if the film has distribution, but I hope it does - or will - soon. This is destined to be a real family gem. It even has music that kids and parents alike will love! The only disappointment was that the lead actress wasn't there at the screening to meet the families. Even without her there... this was hands down the best family film I saw at the festival.|"Family","Comedy"
I loved this movie!!! The action sequences were breathtaking and intense. The young man back from the service still fighting for justice in his hometown. Tom Drake is always perfect in the action hero role as well as Donna Reed as his fierce partner in crime-fighting. The looks he gives her as they prepare for battle as well as her determination and focus as she trains for combat were played very well. The rest of the skilled operatives at the base were perfect as they prepared for the final showdown. The most exhilarating scene, however, was the young couple's high-speed chase through the city. I cheered during the fights, gasped at the explosions, and thoroughly enjoyed the pulse-pounding musical numbers throughout the film. In fact, I've re-watched it about 5 times for the stunning choreography and catchy songs. A definite must-see for action musical enthusiasts.|"Action","Musical"
"This is my fourth Joe McDoakes family-friendly short that I've seen and so far the funniest one. In this wholesome adventure, Joe takes voice lessons from a record impersonating beloved actors. When he goes to Warner Bros. Studio (the company behind this series, incidentally), he asks a friendly star for directions which leads to some amusing confusion. Then he encounters another actor who speaks in a voice reminiscent of a popular cartoon character and gets to the set where he charmingly befuddles the director. I'll stop there and just say how funny and appropriate for all ages I found the whole thing and was fascinated by the family-friendly cameos provided near the end. The final scene was especially delightful so on that note, gather the whole family and go to YouTube if you want to watch So You Want to Be in Pictures!"|"Comedy","Family"
"What's not to like about this mysterious movie? Every year you know that you're going to get one or two enigmatic tales during Christmas time and most of them are going to be forgettable. This film is definitely a fresh new idea that was pulled off pretty well. A very intriguing take on a rich young guy paying a family to simulate a secret Christmas for him, with unexpected romantic complications. What is the good of having money like that if you can't do mysterious things with it? It was a perplexing situation. A regular family gets involved in a puzzling arrangement and a rich guy gets to experience Christmas like he never imagined. Only if.<br /><br />Drew Latham (Ben Affleck) was incredibly secretive and it was just bewildering to see the family reluctantly comply with his cryptic demands. As the plot unraveled, unexpected romantic tensions emerged. It was a suspenseful and romantic movie that kept you guessing until the end."|"Mystery","Romance"
"You like to solve mysteries in a short amount of time? You like compact, terrifying narrations? This is for you. Chilling, nightmarish short film by Francis Leclerc. Gory visuals and unsettling editing is the hallmark of Leclerc, strongly supported by Roy Dupuis who's horrifyingly effective in the lead role.<br /><br />The plot is about Alexandre Tourneur, a veterinary in his 40's who just woke up from a coma after being unplugged by a malevolent entity. Tourneur is struggling to remember who or what attacked him as he was ending a mutilated deer's sufferings on a deserted road. Throughout the struggle, he exhibits disturbing behavior and it seems like something demonic has taken over him.<br /><br />Incredibly spooky and well-crafted short horror. I have my hypothesis on the ending (I think a vengeful spirit caused the accident) but this ending was open to any terrifying interpretations.<br /><br />I strongly recommend it for horror fans 9.5/10"|"Short","Horror"
"This early version of the tale 'The Student of Prague' was made in Germany in 1913, starring Paul Wegener as a hard-boiled detective. In this film, he plays a dual role (technically impressive for a 95-year-old film to see them in the same shot) after meeting a mysterious femme fatale who makes a deal with him for information - the intel he needs to crack a case involving a countess he's previously saved from a comical drowning incident.<br /><br />Moving at a snappy pace (the film runs just over an hour) and filled with witty one-liners and slapstick humor, 'The Student of Prague' has echoes of classic noir tropes as well as screwball comedies, starting as it does with a deal with a mysterious figure of potential mischief, and developing into a hilarious cat-and-mouse game between the detective and his bumbling doppelganger."|"Film-Noir","Comedy"
"Contrary to some people's summaries, the women depicted in the short film are not geisha. They are adventurers exploring outside the most famous districts, and their brief experiences represent the exciting escapades of many Tokugawa era women. I can't say the stories were particularly long, but their charm lies in just how thrilling they are. The themes are action-packed and daring: exploration, discovery, and risk-taking.<br /><br />I did greatly enjoy the fast-paced direction and the acting. I felt like I was getting a quick glimpse of an exciting time and place I can never otherwise experience. The actors, especially the 4 women who played the main explorers, were a thrill to watch in their brief but intense performances. I'd only recommend this short adventure to people who want a taste of Japanese action, or to those who enjoy quick and exhilarating stories. It's a great example of both."|"Short","Adventure"
""The Long Trail West" is an incredible picture. In some ways, it's better than "The Good, the Bad and the Ugly." (I prefer authentic frontier documentaries to big budget Westerns.) The historical footage IS grainy, but that's a big part of the authenticity. Jim Davis gives an excellent narration in this film. It's probably one of the best roles he ever had in a documentary feature. The folk music score is very good. The story DOESN'T follow a linear timeline. BUT THAT ONLY MAKES IT ALL THE MORE INTRIGUING. Like many of the best works of non-fiction, "The Long Trail West" isn't afraid to be subtle and ambiguous. "The Long Trail West" may be a low budget indie documentary, but it isn't too much of a stretch to compare it with the "cinéma vérité" European films of the fifties and sixties. (Many of which were low budget independent productions themselves.)"|"Western","Documentary"
"This is one of the most inspiring and excellent sports dramas ever made! Although I've only seen forty minutes of it and I must say this is a good movie. The plot is gripping and because there's intense athletic competition around pretty much every corner of this movie. It's really moving and I don't see how anyone could NOT like this film. I really really really want to watch the rest of the movie. It has one slightly tough scene in it (trust me, it's not very pleasant) but apart from that this is a great movie. I rate this movie an 7/8 for drama, 10/10 for athletic content and 10/10 for the plot. Please if you're a fan of Rocky and you want to watch a movie where there's pretty much all sports action in it then buy this movie. It WILL inspire you.<br /><br />10/10"|"Sport","Drama"
I suggested watching this documentary to my friend and he obliged since he had already seen the film and he said it was okay. I thought the title was a bit misleading since the version at our store was called "The Fear: Frontline Night". I expected this movie to be somewhat of a war documentary with a serious tone. But it opened with a hilarious scene and the protagonist pranked two fellow soldiers immediately and flashed forward twenty years later where his son who had witnessed him prank the two people (including his mother) and he even witnessed his father's comedic retirement is going to a secluded military base with his friends and his girlfriend where he attempts to face his fears until a wooden statue comes to life with his father's spirit, causing chaos and laughter. Pretty good for a sequel to a war comedy and I never even seen the first.|"War","Comedy"
"This first part of the War Reality Series has more action and combat density than Lola, but less of the realism of Veronica Voss. The military strategies have point to them: we see the battlefield shortages, how the enemy spies were able to control so much of the day-to-day operations (intense moment when Fassbinder, playing a double agent, tries to sell classified documents to Schygulla, who remarks that burning intel doesn't provide much tactical advantage: she really wants weaponry).<br /><br />There's some clumsiness in the first hour of footage. The scene in Maria's trench with the allied soldier, interrupted by Hermann's appearance should go quicker. The convoy scene when Maria meets General Oswald falls flat when she insults the enemy prisoner--I cringed, it was so bad. But as the war develops and the battles rage on, I was drawn more and more into this gritty, brutal reality show."|"War","Reality-TV"
"How can't you rate this late-night talk show with 10/10? I admit to say that this episode is not very entertaining but the goal is not to tell you a story but to uncover dark secrets! This is the first 'real' noir-style talk show of television history (the previous attempt was not technically perfect enough) and it has an undoubtedly huge impact on late-night television. These guests that you can see being interviewed on the show had the chance to participate in a historic moment, becoming the first persons to reveal their shadowy pasts on air! And above all, the set design is beautifully noir-esque! And it's very unsettling when you think about the first viewers who witnessed that! What a moment! Groundbreaking for the talk show format first (because the hosts first invented this style for journalistic reasons) and for noir entertainment later. A show to venerate!"|"Talk-Show","Film-Noir"
